"No,Kode Artikel,Nama Artikel,Tier,QTY BOX DDD,QTY BOX LJBB,QTY BOX MBB,TOTAL,QTY PAIRS,Tier Luxodev,Status,Wilbex 2026,accurate,%,31%,10%,8%,0%,0%,51%,100%,0%,100%"
"735,J1CAV202,""JUNIOR CLASSIC 2, GREY"",2,0,0,0,0,0,4,,,,,,,,,,,,,"
"736,L1EAV215,""LADIES ELSA 15, BLUSH"",8,0,0,0,0,0,4,Create PO,,,,,,,,,,,,"
"737,M1BLV112,""MEN BLACK SERIES 12, BROWN STONE"",8,0,0,0,0,0,4,,,,,,,,,,,,,"
"738,M1BLV113,""MEN BLACK SERIES 13, LEGION BLUE"",8,0,0,0,0,0,4,Create PO,,,,,,,,,,,,"
"739,L1EAV217,""LADIES ELSA 17, SKY BLUE"",8,0,0,0,0,0,4,Create PO,,,,,,,,,,,,"
"740,M1BLV114,""MEN BLACK SERIES 14, BONE WHITE"",8,0,0,0,0,0,4,,,,,,,,,,,,,"
"741,Z2VB01,""BABY VELCRO 1, ALL BLACK"",8,133,0,0,133,1596,2,,keep wilbex 5,,,,,,,,,,,"
"742,B2VB01,""BOYS VELCRO 1, ALL BLACK"",8,67,0,0,67,804,3,,keep wilbex 2,,,,,,,,,,,"
"743,Z2VB02,""BABY VELCRO 2, COCOA"",8,24,98,0,122,1464,1,,keep wilbex 20,,,,,,,,,,,"
"744,Z2VB06,""BABY VELCRO 6, SAGE"",8,0,0,0,0,0,4,Create PO,,,,,,,,,,,,"
"745,M1CAV201,""MEN CLASSIC 1, JET BLACK"",1,31,0,98,129,1548,1,,,,,,,,,,,,,"
"746,L1CAV201,""LADIES CLASSIC 1, JET BLACK"",1,3,0,0,3,36,1,PO 3600 ETA OCT,,,,,,,,,,,,"
"747,L1CAV229,""LADIES CLASSIC 29, NAVY HOTPINK"",1,0,0,0,0,0,1,,,,,,,,,,,,,"
"748,L1CAV225,""LADIES CLASSIC 25, DARK GREY"",1,0,0,0,0,0,2,,,,,,,,,,,,,"
"749,L1CAV236,""LADIES CLASSIC EARTH 36, OCHRE"",1,5,0,0,5,60,4,PO 1500 ETA NOV,,,,,,,,,,,,"
"750,G2VB03,""GIRLS VELCRO 3, SAGE"",8,0,0,0,0,0,4,,,,,,,,,,,,,"
"751,L1CAV226,""LADIES CLASSIC 26, LIGHT GREY"",1,0,0,0,0,0,2,,,,,,,,,,,,,"
"752,L1CAV231,""LADIES CLASSIC EARTH 31, JADE"",1,0,0,0,0,0,4,Belum PO,,,,,,,,,,,,"
"753,L1CAV232,""LADIES CLASSIC 32, BLACK STONE"",1,15,0,0,15,180,1,,,,,,,,,,,,,"
"754,L1CAV235,""LADIES CLASSIC EARTH 35, MACCHIATO"",1,0,0,0,0,0,4,,,,,,,,,,,,,"
"755,L1CAV233,""LADIES CLASSIC EARTH 33, ROSY BROWN"",1,0,0,0,0,0,4,Create PO,,,,,,,,,,,,"
"756,L1CAV222,""LADIES CLASSIC 22, NAVY NAVY"",1,0,0,0,0,0,1,,,,,,,,,,,,,"
"757,M1CAV230,""MEN CLASSIC 30, BROWN BLACK"",1,0,0,0,0,0,2,,,,,,,,,,,,,"
"758,M1CAV232,""MEN CLASSIC 32, BLACK STONE"",1,0,0,0,0,0,1,,,,,,,,,,,,,"
"759,L1CAV237,""LADIES CLASSIC 37, NUDE"",1,139,0,0,139,1668,2,,,,,,,,,,,,,"
"760,L1CAV223,""LADIES CLASSIC 23, NAVY GREY"",1,0,0,0,0,0,2,,,,,,,,,,,,,"
"761,Z2VB03,""BABY VELCRO 3, GREY"",8,136,2,0,138,1656,2,,keep wilbex 5,,,,,,,,,,,"
"762,B2VB03,""BOYS VELCRO 3, GREY"",8,2,0,0,2,24,3,,keep wilbex 2,,,,,,,,,,,"
"763,L1CAV234,""LADIES CLASSIC EARTH 34, ROSE"",1,0,0,0,0,0,4,,,,,,,,,,,,,"
"764,B2VB02,""BOYS VELCRO 2, COCOA"",8,1,0,0,1,12,3,,keep wilbex 2,,,,,,,,,,,"
"765,M1CAV223,""MEN CLASSIC 23, NAVY BLACK"",1,1,0,0,1,12,1,,,,,,,,,,,,,"
"766,M1SPV211,""MEN STRIPE 11, GRAY LIME"",1,0,0,0,0,0,1,,,,,,,,,,,,,"
"767,M1SPV210,""MEN STRIPE 10, ALMOND BLACK"",1,2,0,0,2,24,1,,,,,,,,,,,,,"
"768,M1CAV227,""MEN CLASSIC 27, GREY GREY"",1,132,0,0,132,1584,2,,,,,,,,,,,,,"
"769,M1SPV207,""MEN STRIPE 7, BLACK TAN WHITE"",1,0,0,0,0,0,1,,,,,,,,,,,,,"
"770,M1SPV201,""MEN STRIPE 1, BLACK BLUE RED"",1,29,0,0,29,348,1,,,,,,,,,,,,,"
"771,Z2VB05,""BABY VELCRO 5, OAT PINK"",8,0,0,0,0,0,3,,keep wilbex 5,,,,,,,,,,,"
"772,Z2VB04,""BABY VELCRO 4, CORAL"",8,266,2,100,368,4416,3,,keep wilbex 20,,,,,,,,,,,"
"773,G2VB02,""GIRLS VELCRO 2, OAT PINK"",8,4,3,0,7,84,3,,keep wilbex 5,,,,,,,,,,,"
"774,G2VB01,""GIRLS VELCRO 1, CORAL"",8,1,0,0,1,12,3,,keep wilbex 2,,,,,,,,,,,"
"775,M1CAV231,""MEN CLASSIC 31, BLACK TURQUOISE"",1,101,0,0,101,1212,1,,,,,,,,,,,,,"
"776,M1SPV202,""MEN STRIPE 2, TWILIGHT ORANGE GREEN"",1,0,0,0,0,0,1,,,,,,,,,,,,,"
"777,M1CAV224,""MEN CLASSIC 24, NAVY GREY"",1,0,0,0,0,0,1,,,,,,,,,,,,,"
"778,B2CAV302,""BOYS CLASSIC 2, NAVY"",2,0,1,0,1,12,2,,,,,,,,,,,,,"
"779,M1CAV233,""MEN CLASSIC EARTH 33, MOCHA"",1,0,0,0,0,0,4,,,,,,,,,,,,,"
"780,M1SPV213,""MEN STRIPE 13, GREY GREEN WHITE"",1,0,0,0,0,0,1,PO Juni 1800 ETA Agustus,,,,,,,,,,,,"
"781,M1SPV208,""MEN STRIPE 8, TWILIGHT RED WHITE"",1,0,0,0,0,0,1,,,,,,,,,,,,,"
"782,B2CAV304,""BOYS CLASSIC 4, BLACK TURQUOISE"",8,0,0,0,0,0,4,,,,,,,,,,,,,"
"783,B2CAV305,""BOYS CLASSIC 5, NAVY GREY"",8,35,38,0,73,876,3,,keep wilbex 5,,,,,,,,,,,"
"784,B2CAV301,""BOYS CLASSIC 1, BLACK"",8,49,0,0,49,588,2,,keep wilbex 5,,,,,,,,,,,"
"785,G2CAV301,""GIRLS CLASSIC 1, NAVY"",8,77,0,0,77,924,3,,keep wilbex 5,,,,,,,,,,,"
"786,G2CAV304,""GIRLS CLASSIC 4, BLACK"",8,0,0,0,0,0,3,,,,,,,,,,,,,"
"787,J1CAV303,""JUNIOR CLASSIC 3, NAVY"",2,11,0,0,11,132,3,,keep wilbex 5,,,,,,,,,,,"
"788,J1CAV301,""JUNIOR CLASSIC 1, BLACK"",2,0,0,0,0,0,2,,,,,,,,,,,,,"
"789,M1CAV236,""MEN CLASSIC EARTH 36, OLIVE"",1,0,0,0,0,0,4,Create PO,,,,,,,,,,,,"
"790,M1BLV203,""MEN BLACK SERIES 3, COSMIC GREY"",1,44,0,50,94,1128,1,,,,,,,,,,,,,"
"791,M1ONV108,""MEN ONYX Z 8, BLACK GREY"",1,94,0,0,94,1128,2,,,,,,,,,,,,,"
"792,M1BLV205,""MEN BLACK SERIES 5, PEANUT"",1,16,0,0,16,192,1,,,,,,,,,,,,,"
"793,M1BLV208,""MEN BLACK SERIES 8, NAVY"",1,0,0,0,0,0,1,,,,,,,,,,,,,"
"794,M1SLV115,""MEN SLIDE MAX 15, NAVY"",2,1,0,0,1,12,3,,,,,,,,,,,,,"
"795,M1SLV116,""MEN SLIDE MAX 16, ARMY"",2,0,0,0,0,0,3,Create PO,,,,,,,,,,,,"
"796,G2CAV302,""GIRLS CLASSIC 2, CANDY PINK"",3,30,0,0,30,360,3,,keep wilbex 5,,,,,,,,,,,"
"797,G2CAV306,""GIRLS CLASSIC 6, GREY"",8,17,0,0,17,204,4,,keep wilbex 5,,,,,,,,,,,"
"798,G2CAV307,""GIRLS CLASSIC 7, MAUVE"",8,0,0,0,0,0,2,,,,,,,,,,,,,"
"799,B2CAV303,""BOYS CLASSIC 3, ARMY"",2,0,0,0,0,0,4,,,,,,,,,,,,,"
"800,M1BLV204,""MEN BLACK SERIES 4, LIGHT OLIVE"",1,0,0,0,0,0,4,Create PO,,,,,,,,,,,,"
"801,J1CAV302,""JUNIOR CLASSIC 2, GREY"",3,0,48,0,48,576,3,,keep wilbex 5,,,,,,,,,,,"
"802,B2CAV306,""BOYS CLASSIC 6, GREY LIME"",8,0,0,0,0,0,4,,,,,,,,,,,,,"
"803,G2CAV305,""GIRLS CLASSIC 5, GINGER SNAP"",8,14,0,0,14,168,4,,keep wilbex 5,,,,,,,,,,,"
"804,B1SLV101,""BOYS SLIDE MAX 1,  BLACK"",1,0,0,0,0,0,2,sudah PO 2400 ,,,,,,,,,,,,"
"805,J1CAV304,""JUNIOR CLASSIC 4, ARMY"",1,10,0,0,10,120,4,,,,,,,,,,,,,"
"806,M1BLV206,""MEN BLACK SERIES 6, STONE BLUE"",1,1,0,0,1,12,1,,,,,,,,,,,,,"
"807,M1BLV210,""MEN BLACK SERIES 10, TERRACOTTA"",1,0,0,0,0,0,3,,,,,,,,,,,,,"
"808,B1SLV102,""BOYS SLIDE MAX 2, NAVY"",2,67,0,0,67,804,3,sudah PO 1200,,,,,,,,,,,,"
"809,B1SLV103,""BOYS SLIDE MAX 3, ARMY"",2,18,0,0,18,216,3,,,,,,,,,,,,,"
"810,M1BLV209,""MEN BLACK SERIES 9, ARMY"",1,0,0,0,0,0,1,,,,,,,,,,,,,"
"811,L1SPV207,""LADIES SLIDE PUFFY 7, LATTE"",8,0,0,0,0,0,4,Create PO,,,,,,,,,,,,"
"812,G2CAV303,""GIRLS CLASSIC 3, HAZELNUT"",3,37,0,0,37,444,4,,,,,,,,,,,,,"
"813,L1SPV206,""LADIES SLIDE PUFFY 6, MINT"",8,0,0,0,0,0,4,Create PO,,,,,,,,,,,,"
"814,L1WGV202,""LADIES WEDGES 2, JET BLACK"",3,2,0,0,2,24,3,PO Juli 900 ETA September,,,,,,,,,,,,"
"815,L1WGV201,""LADIES WEDGES 1, BLACK GOLD"",3,1,0,0,1,12,3,,,,,,,,,,,,,"
"816,M1ZR01,""MEN ZORRO 1, BLACK"",8,21,0,0,21,252,1,,,,,,,,,,,,,"
"817,M1LCV208,""MEN LUCA 8, ALL BLACK"",8,0,0,0,0,0,4,,,,,,,,,,,,,"
"818,M1BLV211,""MEN BLACK SERIES 11, FOREST BIOME"",8,0,0,0,0,0,2,,,,,,,,,,,,,"
"819,M1BLV214,""MEN BLACK SERIES 14, BONE WHITE"",2,0,0,0,0,0,1,,,,,,,,,,,,,"
"820,L1WGV210,""LADIES WEDGES 10, CHESTNUT"",8,49,0,0,49,588,2,,,,,,,,,,,,,"
"821,Z2WB05,""BABY WBB 5, WHITE"",8,0,0,0,0,0,2,,,,,,,,,,,,,"
"822,Z2WB03,""BABY WBB 3, BROWN"",8,0,33,0,33,396,1,,keep wilbex 20,,,,,,,,,,,"
"823,Z2WB04,""BABY WBB 4, GREY"",8,0,24,0,24,288,2,,keep wilbex 20,,,,,,,,,,,"
"824,M1LCV205,""MEN LUCA 5, 40, MIDNIGHT BLUE"",8,0,0,0,0,0,4,PO Juni 1200 ETA Agustus,,,,,,,,,,,,"
"825,M1LCV206,""MEN LUCA 6, 40, OLIVE"",8,0,0,0,0,0,4,PO Juni 1200 ETA Agustus,,,,,,,,,,,,"
"826,M1LCV207,""MEN LUCA 7, 40, BEIGE"",8,0,0,0,0,0,4,PO Juni 1200 ETA Agustus,,,,,,,,,,,,"
"827,L1LNV205,""LADIES LUNA 5, COFFEE"",8,0,0,0,0,0,4,PO Juni 1200 ETA Agustus,,,,,,,,,,,,"
"828,L1LNV206,""LADIES LUNA 6, OLIVE"",8,48,0,0,48,576,4,PO Juni 1200 ETA Agustus,,,,,,,,,,,,"
"829,L1LNV207,""LADIES LUNA 7, BEIGE"",8,0,0,0,0,0,4,PO Juni 1200 ETA Agustus,,,,,,,,,,,,"
"830,M1BLV212,""MEN BLACK SERIES 12, BROWN STONE"",2,62,0,0,62,744,1,,,,,,,,,,,,,"
"831,L1WGV212,""LADIES WEDGES 12, OLIVE"",8,1,0,0,1,12,3,,,,,,,,,,,,,"
"832,L1WGV211,""LADIES WEDGES 11, SAND"",8,37,0,0,37,444,3,,,,,,,,,,,,,"
"833,L1WGV203,""LADIES WEDGES 3, NAVY"",2,1,0,0,1,12,3,,,,,,,,,,,,,"
"834,M1ZR03,""MEN ZORRO 3, GREEN BAY"",8,0,0,0,0,0,3,Create PO,,,,,,,,,,,,"
"835,L1CAV238,""LADIES CLASSIC 38, SAGE"",1,68,0,0,68,816,3,,,,,,,,,,,,,"
"836,M1ZR02,""MEN ZORRO 2, MIDNIGHT BLUE"",8,5,0,0,5,60,3,Create PO,,,,,,,,,,,,"
"837,L1WGV204,""LADIES WEDGES 4, GINGER SNAP"",2,1,0,0,1,12,3,,,,,,,,,,,,,"
"838,M1SPV214,""MEN STRIPE 14, ARMY MOCHA WHITE"",1,1,0,0,1,12,1,,,,,,,,,,,,,"
"839,L1CMV204,""LADIES CLASSIC METALIC 4, GINGER SNAP"",1,10,0,0,10,120,1,,,,,,,,,,,,,"
"840,M1SLV117,""MEN SLIDE MAX 17, BLACK BLUE"",1,0,0,0,0,0,2,,,,,,,,,,,,,"
"841,M1SLV118,""MEN SLIDE MAX 18, GREY"",2,0,0,0,0,0,4,,,,,,,,,,,,,"
"842,L1CMV201,""LADIES CLASSIC METALIC 1, BLACK GOLD"",1,0,0,0,0,0,2,,,,,,,,,,,,,"
"843,L1CMV202,""LADIES CLASSIC METALIC 2, BLEACH SAND"",1,5,0,0,5,60,2,,,,,,,,,,,,,"
"844,L1CMV205,""LADIES CLASSIC METALIC 05, TEAL GREEN"",1,2,0,0,2,24,1,,,,,,,,,,,,,"
"845,L1CMV203,""LADIES CLASSIC METALIC 3, BALLET ROSE"",1,127,0,0,127,1524,2,,,,,,,,,,,,,"
"846,Z2LS01,""BABY LOTSO 1, PINK BERRY"",8,89,0,100,189,2268,2,,keep wilbex 20,,,,,,,,,,,"
"847,L1CMV206,""LADIES CLASSIC METALIC 6, WINE"",8,1,0,0,1,12,2,,,,,,,,,,,,,"
"848,Z2VS01,""BABY VC STITCH 1, NAVY"",8,-1,1,0,0,0,1,,,,,,,,,,,,,"
"849,B2VS01,""BOYS VC STITCH 1, NAVY"",8,36,0,0,36,432,3,,keep wilbex 5,,,,,,,,,,,"
"850,Z2VS02,""BABY VC STITCH 2, PINK"",8,0,0,0,0,0,2,,,,,,,,,,,,,"
"851,G2VS02,""GIRLS VC STITCH 2, PINK"",8,36,0,0,36,432,3,,keep wilbex 5,,,,,,,,,,,"
"852,L2SMV413,""LADIES SUMMER 13, OCEAN NAVY"",8,0,0,0,0,0,8,V0,,,,,,,,,,,,"
"853,L2SMV414,""LADIES SUMMER 14, UBUD GREEN"",8,0,0,0,0,0,8,V0,,,,,,,,,,,,"
"854,L2SMV416,""LADIES SUMMER 16, BEACH SAND"",8,0,0,0,0,0,8,V0,,,,,,,,,,,,"
"855,L1CMV207,""LADIES CLASSIC METALIC 7, OLIVE"",8,2,0,0,2,24,1,,,,,,,,,,,,,"
"856,L2SMV415,""LADIES SUMMER 15, KAMBOJA OLIVE"",8,0,0,0,0,0,8,V0,,,,,,,,,,,,"
"857,M2SMV413,""MEN SUMMER 13, MONKEY FOREST BLACK"",8,0,0,0,0,0,8,V0,,,,,,,,,,,,"
"858,L1CMV209,""LADIES CLASSIC METALIC 9, PURPLE"",8,55,0,0,55,660,3,,,,,,,,,,,,,"
"859,M2SMV416,""MEN SUMMER 16, MOUNTAIN GREEN"",8,0,0,0,0,0,8,V0,,,,,,,,,,,,"
"860,M2SMV414,""MEN SUMMER 14, DIVING BLUE"",8,0,0,0,0,0,8,V0,,,,,,,,,,,,"
"861,M2SMV415,""MEN SUMMER 15, SURF BROWN"",8,0,0,0,0,0,8,V0,,,,,,,,,,,,"
"862,M1AMV103,""MEN AIRMOVE 3, DEEP GREEN"",8,0,0,0,0,0,3,,,,,,,,,,,,,"
"863,L1CMV208,""LADIES CLASSIC METALIC 8, MOCCHA MOUSE"",8,70,0,0,70,840,2,,,,,,,,,,,,,"
"864,M1AMV101,""MEN AIRMOVE 1, BLACK"",8,4,0,0,4,48,3,,,,,,,,,,,,,"
"865,M1AMV102,""MEN AIRMOVE 2, INDIGO TAN"",8,0,0,0,0,0,3,,,,,,,,,,,,,"
"866,MN1LCV101,""MEN LUCA 1, BLACK"",3,0,0,0,0,0,4,,,,,,,,,,,,,"
"867,MN1LCV102,""MEN LUCA 2, BROWN"",3,0,0,0,0,0,3,,,,,,,,,,,,,"
"868,MN1LCV103,""MEN LUCA 3, GREEN"",3,0,0,0,0,0,4,,,,,,,,,,,,,"
"869,MN1LCV104,""MEN LUCA 4, NAVY"",3,0,0,0,0,0,4,,,,,,,,,,,,,"
"870,MN1LCV205,""MEN LUCA 5, MIDNIGHT BLUE"",3,0,0,0,0,0,3,,,,,,,,,,,,,"
"871,MN1LCV206,""MEN LUCA 6, OLIVE"",3,0,0,0,0,0,3,,,,,,,,,,,,,"
"872,MN1LCV207,""MEN LUCA 7, BEIGE"",3,15,0,0,15,180,3,,,,,,,,,,,,,"
"873,MN1LCV208,""MEN LUCA 8, ALL BLACK"",2,0,0,0,0,0,2,,,,,,,,,,,,,"
"874,LN1LNV101,""LADIES LUNA 1, BLACK"",3,14,0,0,14,168,3,,,,,,,,,,,,,"
"875,LN1LNV102,""LADIES LUNA 2, MOCHA"",3,0,0,0,0,0,4,,,,,,,,,,,,,"
"876,LN1LNV103,""LADIES LUNA 3, WHITE"",2,19,0,0,19,228,3,,,,,,,,,,,,,"
"877,LN1LNV104,""LADIES LUNA 4, NAVY"",3,0,0,0,0,0,4,,,,,,,,,,,,,"
"878,LN1LNV205,""LADIES LUNA 5, COFFEE"",3,8,0,0,8,96,3,,,,,,,,,,,,,"
"879,LN1LNV206,""LADIES LUNA 6, OLIVE"",3,6,0,0,6,72,3,,,,,,,,,,,,,"
"880,LN1LNV207,""LADIES LUNA 7, BEIGE"",3,19,0,0,19,228,3,,,,,,,,,,,,,"
"881,M1ZR06,""MEN ZORRO 6, BLACK STROM"",8,0,0,0,0,0,8,,,,,,,,,,,,,"
"882,M1ZR04,""MEN ZORRO 4, ALL BLACK"",8,0,0,0,0,0,8,,,,,,,,,,,,,"
"883,L1SH01,""LADIES STITCH 1, NAVY"",8,35,0,0,35,420,8,,,,,,,,,,,,,"
"884,L1SH02,""LADIES STITCH 2, PINK"",8,34,0,0,34,408,8,,,,,,,,,,,,,"
"885,L1SPV208,""LADIES SLIDE PUFFY 8, BRONZE"",8,0,0,0,0,0,8,,,,,,,,,,,,,"
"886,Z2PH01,""BABY POOH 1, MOCHA"",8,76,0,0,76,912,8,,keep wilbex 20,,,,,,,,,,,"
"887,Z2PH02,""BABY POOH 2, SOFT PINK"",8,0,0,0,0,0,8,,,,,,,,,,,,,"
"888,Z2PH03,""BABY POOH 3, ORANGE BEIGE"",8,27,0,0,27,324,8,,,,,,,,,,,,,"
"889,L1SPV210,""LADIES SLIDE PUFFY 10, GOLD"",8,0,0,0,0,0,8,,,,,,,,,,,,,"
"890,M1ZR05,""MEN ZORRO 5, COFFEE"",8,0,0,0,0,0,8,,,,,,,,,,,,,"
"891,L1SPV209,""LADIES PUFFY 9, BOTANICAL GREEN"",8,10,0,0,10,120,8,,,,,,,,,,,,,"
"892,M1SPV216,""MEN STRIPE 16, COCOA WHITE TAN"",8,0,0,0,0,0,8,,,,,,,,,,,,,"
"893,M1SPV215,""MEN STRIPE 15, BLACK NAVY WHITE"",8,0,0,0,0,0,8,,,,,,,,,,,,,"
"894,Z2MT01,""BABY DISNEY MILTON 1, ALL BLACK"",8,175,0,0,175,2100,8,,keep wilbex 20,,,,,,,,,,,"
"895,Z2MT02,""BABY DISNEY MILTON 2, OLIVE"",8,166,0,0,166,1992,8,,keep wilbex 20,,,,,,,,,,,"
"896,Z2MT03,""BABY DISNEY MILTON 3, CAMEL"",8,164,0,0,164,1968,8,,keep wilbex 20,,,,,,,,,,,"
"897,Z2OX01,""BABY DISNEY OXFORD 1, COFFEE"",8,133,0,0,133,1596,8,,keep wilbex 20,,,,,,,,,,,"
"898,Z2OX02,""BABY DISNEY OXFORD 2, NAVY"",8,161,0,0,161,1932,8,,keep wilbex 20,,,,,,,,,,,"
"899,Z2OX03,""BABY DISNEY OXFORD 3, BEIGE"",8,128,0,0,128,1536,8,,keep wilbex 20,,,,,,,,,,,"
"900,B2DV01,""BOYS DISNEY DOVER 1, BLACK"",8,34,0,0,34,408,8,,keep wilbex 5,,,,,,,,,,,"
"901,G2DV01,""GIRLS DISNEY DOVER 1, BEIGE"",8,36,0,0,36,432,8,,keep wilbex 5,,,,,,,,,,,"
"902,L1MR01,""LADIES MERCI 1, BLACK"",8,2,0,0,2,24,8,,,,,,,,,,,,,"
"903,L1MR02,""LADIES MERCI 2, MOCCA"",8,1,0,0,1,12,8,,,,,,,,,,,,,"
"904,L1MR03,""LADIES MERCI 3, WINE"",8,2,0,0,2,24,8,,,,,,,,,,,,,"
"905,L1MR04,""LADIES MERCI 4, SAGE"",8,6,0,0,6,72,8,,,,,,,,,,,,,"
"906,L1MR05,""LADIES MERCI 5, VANILLA"",8,38,0,0,38,456,8,,,,,,,,,,,,,"
"907,B1SM01,""BOYS SLIDE SPIDER-MAN 1, BLACK"",8,115,,,115,1380,8,,,,,,,,,,,,,"
"908,B1SM02,""BOYS SLIDE SPIDER-MAN 2, GREY"",8,44,,,44,528,8,,,,,,,,,,,,,"
"909,B1SM03,""BOYS SLIDE SPIDER-MAN 3, BLUE RED"",8,49,,,49,588,8,,,,,,,,,,,,,"
